001055	1
001056	1
001057	1
001058	1
001059	1
001060	1
001061	1
001062	1
001063	1
001064	1
001065	1
001066	1
001067	1
001068	1
001069	1
001070	1
001071	1
001072	1
001073	1
001074	1
001075	1
001076	1
001077	1
001078	1
001079	1
001080	1
002056	1
002057	1
002058	1
002059	1
002060	1
002061	1
002062	1
002063	1
002064	1
002065	1
002066	1
002067	1
002068	1
002069	1
002070	1
003052	1
003053	1
003054	1
003055	1
003056	1
003057	1
003058	1
003059	1
003060	1
003061	1
003062	1
003063	1
003064	1
003065	1
003066	1
004050	1
004051	1
004052	1
004053	1
004054	1
005048	1
006072	1
006073	1
006074	1
006075	1
006076	1
006077	1
006078	1
006079	1
006080	1
006081	1
007074	1
007075	1
007076	1
007077	1
007078	1
007079	1
007080	1
007081	1
007082	1
007083	1
007084	1
007085	1
007086	1
007087	1
007088	1
007089	1
008060	1
008061	1
008062	1
008063	1
008064	1
008065	1
008066	1
009058	1
009059	1
009060	1
009061	1
009062	1
01	1
010049	1
010050	1
010051	1
010052	1
011055	1
011056	1
011057	1
012052	1
012053	1
012054	1
012055	1
012056	1
012057	1
012058	1
012059	1
013059	1
014058	1
014059	1
014060	1
014061	1
014062	1
014063	1
014064	1
014065	1
014066	1
014067	1
014068	1
014069	1
014070	1
014071	1
014072	1
015059	1
015060	1
015061	1
015062	1
015063	1
016051	1
016052	1
016053	1
016054	1
016055	1
016056	1
016057	1
016058	1
016059	1
016060	1
016061	1
016062	1
016063	1
017042	1
017043	1
017044	1
017045	1
017046	1
017047	1
017048	1
017049	1
017050	1
017051	1
017052	1
017053	1
017054	1
017055	1
017056	1
017057	1
017058	1
018047	1
018048	1
018049	1
018050	1
019049	1
019050	1
019051	1
02	1
020049	1
021046	1
022054	1
022055	1
022056	1
022057	1
022058	1
022059	1
022060	1
022061	1
022062	1
022063	1
022064	1
022065	1
022066	1
022067	1
022068	1
022069	1
022070	1
022071	1
023050	1
023051	1
023052	1
023053	1
023054	1
023055	1
023056	1
024054	1
024055	1
024056	1
024057	1
024058	1
024059	1
024060	1
024061	1
024062	1
024063	1
024064	1
024065	1
024066	1
024067	1
025047	1
025048	1
025049	1
025050	1
025051	1
025052	1
025053	1
025054	1
025055	1
026066	1
026067	1
026068	1
026069	1
026070	1
026071	1
026072	1
026073	1
026074	1
026075	1
027047	1
027048	1
027049	1
027050	1
027051	1
027052	1
027053	1
027054	1
027055	1
027056	1
027057	1
027058	1
027059	1
027060	1
027061	1
027062	1
027063	1
027064	1
027065	1
027066	1
028044	1
028045	1
028046	1
028047	1
028048	1
028049	1
028050	1
028051	1
028052	1
028053	1
028054	1
028055	1
028056	1
028057	1
028058	1
028059	1
028060	1
028061	1
028062	1
028063	1
028064	1
028065	1
028066	1
028067	1
028068	1
029041	1
029042	1
029043	1
029044	1
029045	1
029046	1
03	1
030039	1
030040	1
030041	1
030042	1
030043	1
031055	1
032045	1
032046	1
032047	1
032048	1
032049	1
032050	1
032051	1
032052	1
033034	1
033035	1
033036	1
033037	1
033038	1
033039	1
033040	1
033041	1
033042	1
033043	1
033044	1
033045	1
033046	1
033047	1
033048	1
033049	1
033050	1
033051	1
033052	1
033053	1
033054	1
033055	1
033056	1
034036	1
034037	1
035035	1
036039	1
036040	1
036041	1
036042	1
036043	1
037039	1
037040	1
038032	1
038033	1
038034	1
038035	1
038036	1
038037	1
038038	1
038039	1
038040	1
038041	1
039031	1
039032	1
039033	1
039034	1
039035	1
039036	1
039037	1
039038	1
039039	1
039040	1
039041	1
039042	1
039043	1
04	1
040039	1
040040	1
040041	1
040042	1
040043	1
040044	1
040045	1
040046	1
040047	1
040048	1
040049	1
041035	1
041036	1
041037	1
041038	1
041039	1
041040	1
041041	1
041042	1
041043	1
041044	1
041045	1
041046	1
041047	1
041048	1
041049	1
041050	1
041051	1
041052	1
041053	1
041054	1
041055	1
041056	1
041057	1
042026	1
042027	1
042028	1
042029	1
042030	1
042031	1
042032	1
042033	1
042034	1
042035	1
042036	1
042037	1
042038	1
043029	1
043030	1
043031	1
043032	1
043033	1
043034	1
044032	1
044033	1
044034	1
045026	1
045027	1
045028	1
046029	1
046030	1
046031	1
046032	1
046033	1
046034	1
047024	1
047025	1
047026	1
047027	1
047028	1
047029	1
047030	1
047031	1
048036	1
048037	1
048038	1
048039	1
048040	1
048041	1
048042	1
048043	1
048044	1
048045	1
048046	1
048047	1
049034	1
049035	1
049036	1
049037	1
049038	1
049039	1
05	1
050027	1
050028	1
050029	1
050030	1
050031	1
050032	1
050033	1
050034	1
050035	1
050036	1
050037	1
050038	1
050039	1
050040	1
050041	1
050042	1
050043	1
050044	1
050045	1
050046	1
051024	1
051025	1
051026	1
051027	1
051028	1
051029	1
051030	1
051031	1
051032	1
051033	1
051034	1
051035	1
051036	1
051037	1
051038	1
051039	1
051040	1
051041	1
051042	1
051043	1
051044	1
051045	1
051046	1
051047	1
051048	1
051049	1
051050	1
051051	1
051052	1
051053	1
051054	1
051055	1
051056	1
051057	1
051058	1
051059	1
051060	1
051061	1
051062	1
051063	1
051064	1
052016	1
052017	1
052018	1
052019	1
052020	1
052021	1
052022	1
052023	1
052024	1
052025	1
052026	1
052027	1
052028	1
052029	1
052030	1
052031	1
052032	1
052033	1
052034	1
053007	1
053008	1
053009	1
053010	1
053011	1
053012	1
054008	1
054009	1
054010	1
054011	1
054012	1
054013	1
054014	1
054015	1
054016	1
054017	1
055014	1
055015	1
055016	1
055017	1
055018	1
055019	1
055020	1
055021	1
055022	1
055023	1
056013	1
057012	1
057013	1
057014	1
057015	1
057016	1
057017	1
057018	1
057019	1
057020	1
057021	1
058012	1
058013	1
058014	1
059018	1
059019	1
059020	1
059021	1
06	1
060013	1
060014	1
060015	1
060016	1
060017	1
060018	1
060019	1
060020	1
060021	1
060022	1
061009	1
061010	1
061011	1
063012	1
063013	1
063014	1
063015	1
063016	1
063017	1
063018	1
063019	1
064011	1
064012	1
065014	1
065015	1
065016	1
065017	1
065018	1
065019	1
065020	1
065021	1
065022	1
065023	1
065024	1
065025	1
066021	1
066022	1
066023	1
066024	1
067001	1
067002	1
067003	1
067004	1
067005	1
067006	1
067007	1
068001	1
068002	1
068003	1
068004	1
068005	1
068006	1
068007	1
068008	1
068009	1
068010	1
068011	1
068012	1
068013	1
068014	1
068015	1
068016	1
068017	1
068018	1
068019	1
068020	1
068021	1
068022	1
068023	1
068024	1
068025	1
068026	1
068027	1
068028	1
068029	1
068030	1
068031	1
068032	1
068033	1
068034	1
068035	1
069001	1
069002	1
069003	1
069004	1
069005	1
069006	1
069007	1
069008	1
069009	1
069010	1
069011	1
069012	1
069013	1
069014	1
069015	1
069016	1
069017	1
069018	1
069019	1
069020	1
069021	1
069022	1
069023	1
069024	1
069025	1
069026	1
069027	1
069028	1
069029	1
069030	1
069031	1
069032	1
069033	1
069034	1
069035	1
069036	1
07	1
070001	1
070002	1
070003	1
070004	1
070005	1
071001	1
071002	1
071003	1
071004	1
071005	1
071006	1
071007	1
071008	1
071009	1
071010	1
071011	1
071012	1
071013	1
071014	1
071015	1
071016	1
071017	1
071018	1
071019	1
071020	1
071021	1
071022	1
071023	1
071024	1
072001	1
072002	1
072003	1
072004	1
072005	1
072006	1
072007	1
072008	1
072009	1
072010	1
072011	1
072012	1
072013	1
072014	1
072015	1
072016	1
072017	1
072018	1
072019	1
072020	1
073001	1
073002	1
073003	1
073004	1
073005	1
073006	1
073007	1
073008	1
073009	1
073010	1
073011	1
073012	1
073013	1
073014	1
073015	1
073016	1
073017	1
073018	1
073019	1
073020	1
073021	1
073022	1
073023	1
073024	1
073025	1
073026	1
073027	1
073028	1
074001	1
074002	1
074003	1
074004	1
074005	1
074006	1
074007	1
074008	1
074009	1
074010	1
074011	1
074012	1
074013	1
074014	1
074015	1
074016	1
074017	1
074018	1
074019	1
074020	1
074021	1
074022	1
074023	1
075001	1
075002	1
075003	1
075004	1
075005	1
075006	1
075007	1
075008	1
075009	1
075010	1
076001	1
076002	1
076003	1
076004	1
076005	1
076006	1
076007	1
076008	1
076009	1
076010	1
076011	1
076012	1
077001	1
077002	1
077003	1
077004	1
077005	1
077006	1
077007	1
077008	1
077009	1
077010	1
077011	1
077012	1
077013	1
077014	1
077015	1
